Message,Category,contains_phone_number,contains_URL_link,Keywords,Special_Characters,Amount,Length,SMS_Number,word_count,label_numeric
आपका अमेज़न गिफ्ट कार्ड पेंडिंग है। इसे अभी क्लेम करें: https://giftcardsnow.com/n4LKm87J -AmazonGift।,spam,0,1,0,1,0,102,0,12,0
तुम्हारे लिए एक नई रेसिपी लेकर आया हूँ।,ham,0,0,0,0,0,39,0,8,1
"बिजली बिल भुगतान की सूचना प्रिय ग्राहक, कृपया अपने इस महीने के बिजली बिल का भुगतान अंतिम तिथि से पहले करें।",ham,0,0,0,1,0,107,0,21,1
"👉🌹आज का बेस्ट ऑफर बिटकॉइन डबल मनी 💰💰💰👇👇👇👇
💵PayTM//Google pay/फ़ोनपे दोहरीकरण 
👉 ₹3000/- और पाएं ₹12000/-
👉 ₹5000/- और पाएं ₹20000/-
👉 ₹8000/- और पाएं ₹30000/-
👉 ₹10000/- और पाएं ₹40000/-
👉 ₹15000/- और पाएं ₹55000/-
👉 ₹20000/- और पाएं ₹60000/-
👉 ₹30000/- और पाएं ₹90000/-
👉 ₹50000/- और पाएं ₹1.5 लाख...
💰 आपके खाते में 10-45 मिनट के अंदर पैसा जमा हो जाएगा।
मुझसे संपर्क करें 
.http://wa.me/+917737089803/?text=*MONEY_INVEST💰",spam,1,1,1,1,1,423,1,68,0
"हाहा, तुम हमेशा बहुत भरोसेमंद लगते हो। 😄",ham,0,0,0,1,0,40,0,8,1
खुद को अमीर बनाने के लिए केवल एक कदम दूर हैं! यहाँ क्लिक करके शुरुआत करें: www.fastmoney.com,spam,0,0,1,1,0,92,0,17,0
अभी 1 लाख रुपये का इनाम जीतें। अधिक जानकारी के लिए यहाँ क्लिक करें।,spam,0,0,1,0,1,67,0,14,0
"मैं अभी भी कार खरीदने की सोच रहा हूँ, लेकिन अब तक ड्राइविंग टेस्ट देने नहीं गया",ham,0,0,0,1,0,79,0,17,1
क्या आपने अपने परिवार से हाल ही में बात की? उनसे कनेक्टेड रहना बहुत जरूरी है।,ham,0,0,0,1,0,77,0,16,1
"विजेता बनें और 10,000 रुपये जीतें! जल्द से जल्द संपर्क करें।",spam,0,0,1,1,0,60,0,11,0
आपका मोबाइल नंबर हमारे ड्रॉ में चुना गया है। अभी संपर्क करें।,spam,0,0,0,0,0,61,0,12,0
"
आज ""गाने की समर्पण दिवस"" है। तुम मेरे लिए कौन सा गाना समर्पित करोगे? इसे अपने सभी मूल्यवान दोस्तों को भेज दो…",ham,0,0,0,1,0,110,0,22,1
आपका भविष्य का स्वरूप आज के प्रयास के लिए आपको धन्यवाद देगा।,ham,0,0,0,0,0,60,0,12,1
आपके Mobile नंबर में समस्या है। सुधार करें: https://mobilefix.in/mKL98J7N -FixPhone。,spam,0,1,0,1,0,84,0,10,0
"असीमित लूट के साथ नया चैनल
✌✌दैनिक मुफ्त लूट✌👌
💰💰💰चैनल से जुड़ें- @dailyernfree 💰💰💰
🙏🏻🙏🏻कृपया चैनल से जुड़ें और पैसे कमाएं 🙏🏻🙏🏻
😍😍दैनिक स्क्रिप्ट कमाई
नवीनतम ऐप😍😍
📲एपीपी बग लूट
💰दैनिक क्यूरेका उत्तर
और बहुत खुश 💰
कृपया चैनल से जुड़ें और पैसे कमाएँ",spam,0,0,1,1,0,247,0,44,0
रूम की चाबी सामने वाले रूम के लोगों को दिया हे उनसे ले लेना ।,ham,0,0,0,0,0,61,0,15,1
"आपका पुराना फोन वापस पाने का मौका! प्रिय ग्राहक, आपके पुराने फोन को वापस पाने का मौका है। यहाँ क्लिक करें: [https://www.amazon.com/Amazon-Renewed/b?ie=UTF8&node=12653393011]।",ham,1,1,1,1,0,174,0,22,1
"प्रिय छात्र, कक्षा परीक्षा की तिथि । प्रिय छात्र, आपकी कक्षा परीक्षा की तिथि की घोषणा कर दी गई है। कृपया अपनी तैयारी जारी रखें।",ham,0,0,0,1,0,127,0,25,1
घर की चाबियाँ कहाँ हैं? गमले में तो नहीं हैं।,ham,0,0,0,1,0,45,0,10,1
कल मैं तुम्हारे आस-पास रहूँगा। मिलना चाहते हो?,ham,0,0,0,1,0,46,0,8,1
मैं अभी-अभी घर पहुँचा हूँ। आप क्या कर रहे हैं?,ham,0,0,0,1,0,46,0,10,1
